pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
CU,8/4/19,78.7,-1.93,5.69,"Darvish, Yu",543768,506433,,foul,,,,,14,Travis Shaw strikes out swinging.,R,L,R,CHC,MIL,S,,,1,2,2019,0.94,-0.93,0.18,1.49,,519058,592325,1,2,Top,,,,,605170,,,2.834663134,-114.5301058,-0.574445926,7.515202445,21.82055598,-40.31071986,3.7,1.76,,,,77.7,2581,5.7,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.85,,,,,,,,15,4,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,45,0,0
FC,8/4/19,87.2,-2.15,5.64,"Darvish, Yu",543768,506433,,foul,,,,,9,Travis Shaw strikes out swinging.,R,L,R,CHC,MIL,S,,,1,1,2019,0.5,0.01,0.52,2.2,,519058,592325,1,2,Top,,,,,605170,,,5.369496162,-126.9285262,-2.160594137,4.33836503,23.58988257,-31.91863621,3.66,1.76,3,53.8,-34,86.8,,5.8,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.69,,,,,,,,15,3,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,91,0,-0.136
FC,8/4/19,89.5,-2.1,5.78,"Darvish, Yu",543768,506433,,ball,,,,,12,Travis Shaw strikes out swinging.,R,L,R,CHC,MIL,B,,,0,1,2019,0.43,0.1,1.23,2.95,,519058,592325,1,2,Top,,,,,605170,,,7.259479434,-130.1678712,-1.25404236,3.484226095,23.36088308,-31.03084258,3.75,1.83,,,,89.1,,5.8,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.75,,,,,,,,15,2,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,104,0,0.067
FC,8/4/19,87.7,-2.23,5.74,"Darvish, Yu",543768,506433,,called_strike,,,,,5,Travis Shaw strikes out swinging.,R,L,R,CHC,MIL,S,,,0,0,2019,0.58,-0.04,0.2,2.89,,519058,592325,1,2,Top,,,,,605170,,,4.648442374,-127.7564983,-0.877434824,5.576770546,18.84101058,-32.62106043,3.7,1.86,,,,87.6,,5.5,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.99,,,,,,,,15,1,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,87,0,-0.084
FF,8/4/19,95.3,-2.02,5.81,"Darvish, Yu",606115,506433,field_out,hit_into_play,,,,,4,Orlando Arcia flies out to center fielder Jason Heyward.,R,R,R,CHC,MIL,X,8,fly_ball,0,0,2019,-0.31,1.42,-0.55,2.54,,519058,592325,0,2,Top,135.23,62.42,,,605170,,,4.566923759,-138.6526723,-6.194695542,-4.960842297,28.45291503,-12.72986704,3.54,1.72,324,96.5,42,95.7,2567,6.3,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.15,0.06,0.107,0,1,0,0,3,14,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,192,0.053,-0.505
FT,8/4/19,89.6,-2.02,5.76,"Darvish, Yu",592325,506433,fielders_choice,hit_into_play,,,,,13,"Ben Gamel reaches on a fielder's choice, fielded by second baseman Tony Kemp.   Mike Moustakas to 2nd.  Mike Moustakas advances to 2nd, on a fielding error by second baseman Tony Kemp.",R,L,R,CHC,MIL,X,4,ground_ball,1,2,2019,-0.8,0.43,-0.99,1.81,,,519058,0,2,Top,138.69,148.77,,,605170,,,4.14549379,-130.5000869,-4.721475897,-9.81685603,23.1303303,-26.71405499,3.14,1.51,46,75,3,89.5,1448,5.8,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.68,0.173,0.156,0,1,0,0,2,13,4,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,242,-0.055,-0.395
FC,8/4/19,87.2,-2.21,5.71,"Darvish, Yu",592325,506433,,foul,,,,,8,"Ben Gamel reaches on a fielder's choice, fielded by second baseman Tony Kemp.   Mike Moustakas to 2nd.  Mike Moustakas advances to 2nd, on a fielding error by second baseman Tony Kemp.",R,L,R,CHC,MIL,S,,,1,1,2019,0.35,0,0.16,2,,,519058,0,2,Top,,,,,605170,,,4.934487915,-126.9988375,-2.825385214,2.948379349,21.56328821,-31.92225227,3.19,1.53,175,65.5,35,87,2664,5.7,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.75,,,,,,,,13,3,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,90,0,-0.097
FC,8/4/19,87,-2.14,5.75,"Darvish, Yu",592325,506433,,foul,,,,,8,"Ben Gamel reaches on a fielder's choice, fielded by second baseman Tony Kemp.   Mike Moustakas to 2nd.  Mike Moustakas advances to 2nd, on a fielding error by second baseman Tony Kemp.",R,L,R,CHC,MIL,S,,,1,0,2019,0.44,0.03,0.24,1.92,,,519058,0,2,Top,,,,,605170,,,4.793832057,-126.6112668,-3.104517182,3.739621981,23.32379253,-31.49543744,3.1,1.51,,,,86.5,,5.8,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.72,,,,,,,,13,2,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,94,0,-0.085
FF,8/4/19,95.3,-1.98,5.89,"Darvish, Yu",592325,506433,,ball,,,,,12,"Ben Gamel reaches on a fielder's choice, fielded by second baseman Tony Kemp.   Mike Moustakas to 2nd.  Mike Moustakas advances to 2nd, on a fielding error by second baseman Tony Kemp.",R,L,R,CHC,MIL,B,,,0,0,2019,-0.32,1.48,0.91,3.08,,,519058,0,2,Top,,,,,605170,,,8.264860503,-138.5144535,-5.058794973,-5.770923474,28.56979073,-12.27673149,3.05,1.46,,,,95.2,2519,6.1,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.37,,,,,,,,13,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,192,0,0.071
FF,8/4/19,94.9,-2,5.85,"Darvish, Yu",519058,506433,single,hit_into_play,,,,,5,Mike Moustakas singles on a ground ball to left fielder Kyle Schwarber.,R,L,R,CHC,MIL,X,7,ground_ball,1,2,2019,-0.29,1.46,0.1,2.83,,,,0,2,Top,82.36,118.53,,,605170,,,6.101280717,-138.0146334,-5.429281165,-4.971975096,30.2046992,-12.79731576,3.52,1.69,107,92.2,5,94.5,2335,6,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.47,0.547,0.54,0.9,1,1,0,4,12,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,191,-0.038,0.481
FC,8/4/19,85.3,-2.18,5.76,"Darvish, Yu",519058,506433,,swinging_strike,,,,,14,Mike Moustakas singles on a ground ball to left fielder Kyle Schwarber.,R,L,R,CHC,MIL,S,,,1,1,2019,0.53,-0.21,0.83,1.72,,,,0,2,Top,,,,,605170,,,5.987785532,-124.0807837,-2.833592057,4.31647285,21.705169,-34.00217051,3.52,1.67,,,,84.7,2652,5.6,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.86,,,,,,,,12,3,Cutter,1,1,1,1,1,1,1,1,Infield shift,Standard,69,0,-0.061
FF,8/4/19,93,-1.96,5.96,"Darvish, Yu",519058,506433,,ball,,,,,11,Mike Moustakas singles on a ground ball to left fielder Kyle Schwarber.,R,L,R,CHC,MIL,B,,,0,1,2019,-0.27,1.29,-0.43,4.01,,,,0,2,Top,,,,,605170,,,4.518620848,-135.4732579,-2.103107404,-4.218017958,28.21824375,-16.01009028,3.38,1.65,,,,93.3,2408,6.3,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.17,,,,,,,,12,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,192,0,0.027
SL,8/4/19,80.3,-2.13,5.84,"Darvish, Yu",519058,506433,,called_strike,,,,,4,Mike Moustakas singles on a ground ball to left fielder Kyle Schwarber.,R,L,R,CHC,MIL,S,,,0,0,2019,1.04,0.11,-0.71,2.9,,,,0,2,Top,,,,,605170,,,1.220557949,-116.9571665,-0.103451934,9.144415546,20.49512292,-31.3759985,3.47,1.72,,,,79.6,2604,5.6,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.89,,,,,,,,12,1,Slider,1,1,1,1,1,1,1,1,Infield shift,Standard,96,0,-0.039
FS,8/4/19,88.7,-1.97,5.9,"Darvish, Yu",519346,506433,field_out,hit_into_play,,,,,5,Eric Thames grounds out to first baseman Anthony Rizzo.,R,L,R,CHC,MIL,X,3,ground_ball,0,2,2019,-0.39,0.46,-0.06,2.18,,,,2,1,Top,159.28,164.56,,,605170,,,5.461328404,-129.2116808,-4.085321851,-5.337690348,21.66912338,-26.54932502,3.19,1.61,12,95.8,-10,89,1573,6,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.49,0.213,0.194,0,1,0,0,2,4,3,Split-Finger,0,1,1,0,1,0,1,0,Infield shift,Standard,221,0.009,-0.07
FF,8/4/19,94.4,-2.02,5.84,"Darvish, Yu",519346,506433,,foul,,,,,7,Eric Thames grounds out to first baseman Anthony Rizzo.,R,L,R,CHC,MIL,S,,,0,1,2019,-0.16,1.36,-0.39,1.46,,,,2,1,Top,,,,,605170,,,4.567009632,-137.2400896,-8.698692825,-2.928949098,26.19277386,-13.61450326,3.21,1.53,,,,94.4,2722,6,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.49,,,,,,,,4,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,187,0,-0.026
SL,8/4/19,83.2,-2.3,5.74,"Darvish, Yu",519346,506433,,called_strike,,,,,7,Eric Thames grounds out to first baseman Anthony Rizzo.,R,L,R,CHC,MIL,S,,,0,0,2019,1.27,-0.43,-0.31,1.74,,,,2,1,Top,,,,,605170,,,2.113220768,-121.0854018,-1.906995804,11.80869753,23.04954189,-36.2373774,3.24,1.62,,,,82.4,2849,5.7,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.8,,,,,,,,4,1,Slider,0,1,1,0,1,0,1,0,Infield shift,Standard,71,0,-0.019
FC,8/4/19,87.9,-2.15,5.76,"Darvish, Yu",592885,506433,home_run,hit_into_play,,,,,4,Christian Yelich homers (37) on a fly ball to left center field.,R,L,R,CHC,MIL,X,,fly_ball,3,2,2019,0.51,-0.4,-0.47,2.28,,,,2,1,Top,40.97,56.98,,,605170,,,3.005761298,-128.039053,-1.624491806,5.071153118,21.04089389,-36.41757406,3.33,1.79,389,106.6,25,87.4,2744,5.5,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,55.02,0.973,1.852,2,1,0,3,6,3,6,Cutter,0,0,0,0,1,0,1,0,Infield shift,Standard,52,-0.104,0.977
FC,8/4/19,90.4,-2.16,5.73,"Darvish, Yu",592885,506433,,ball,,,,,14,Christian Yelich homers (37) on a fly ball to left center field.,R,L,R,CHC,MIL,B,,,2,2,2019,0.44,-0.03,1.16,0.46,,,,2,1,Top,,,,,605170,,,7.308982049,-131.4556647,-7.16842542,3.894541081,21.2458442,-31.56045451,3.33,1.72,,,,90.4,,5.8,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.69,,,,,,,,3,5,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,86,0,0.038
FC,8/4/19,88,-2.22,5.69,"Darvish, Yu",592885,506433,,foul,,,,,9,Christian Yelich homers (37) on a fly ball to left center field.,R,L,R,CHC,MIL,S,,,2,1,2019,0.58,-0.43,0.58,1.76,,,,2,1,Top,,,,,605170,,,5.551741871,-127.9918349,-2.60066916,5.226823152,24.18138209,-36.51720651,3.24,1.62,,,,87.1,,5.6,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.92,,,,,,,,3,4,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,54,0,-0.033
FC,8/4/19,93.8,-2.19,5.73,"Darvish, Yu",592885,506433,,called_strike,,,,,8,Christian Yelich homers (37) on a fly ball to left center field.,R,L,R,CHC,MIL,S,,,2,0,2019,0.45,0.94,0.24,1.46,,,,2,1,Top,,,,,605170,,,5.264648893,-136.4553664,-7.432715383,4.743435407,23.2751783,-19.34635576,3.25,1.44,,,,93.9,2638,5.9,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.61,,,,,,,,3,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,154,0,-0.023
FC,8/4/19,86.7,-2.28,5.78,"Darvish, Yu",592885,506433,,ball,,,,,7,Christian Yelich homers (37) on a fly ball to left center field.,R,L,R,CHC,MIL,B,,,1,0,2019,0.55,-0.6,-0.8,1.9,,,,2,1,Top,,,,,605170,,,2.41991094,-126.2944859,-1.929082998,5.402112699,23.05337347,-38.34623898,3.24,1.58,,,,86.3,2783,5.7,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.78,,,,,,,,3,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,43,0,0.025
FF,8/4/19,96.5,-2,5.83,"Darvish, Yu",592885,506433,,ball,,,,,14,Christian Yelich homers (37) on a fly ball to left center field.,R,L,R,CHC,MIL,B,,,0,0,2019,-0.19,1.24,0.89,1.56,,,,2,1,Top,,,,,605170,,,8.142567535,-140.1662552,-8.696171786,-4.264006399,29.42876196,-13.95437402,3.28,1.62,,,,97.1,2585,6.6,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,53.92,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,189,0,0.015
FC,8/4/19,88.4,-2.17,5.84,"Darvish, Yu",518735,506433,grounded_into_double_play,hit_into_play,,,,,5,"Yasmani Grandal grounds into a double play, first baseman Anthony Rizzo to shortstop Javier Baez to first baseman Anthony Rizzo.   Trent Grisham out at 2nd.    Yasmani Grandal out at 1st.",R,L,R,CHC,MIL,X,3,ground_ball,2,2,2019,0.44,-0.13,0.09,2.2,,,663757,0,1,Top,148.38,170.62,,,605170,,,4.56237903,-128.7308302,-2.624022722,4.092462156,20.3892142,-33.39814514,3.17,1.55,10,84.8,-13,88,,5.5,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,55,0.08,0.072,0,1,0,0,2,2,6,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,74,0.073,-0.462
FC,8/4/19,88.3,-2.27,5.79,"Darvish, Yu",518735,506433,,foul,,,,,6,"Yasmani Grandal grounds into a double play, first baseman Anthony Rizzo to shortstop Javier Baez to first baseman Anthony Rizzo.   Trent Grisham out at 2nd.    Yasmani Grandal out at 1st.",R,L,R,CHC,MIL,S,,,2,2,2019,0.31,-0.39,0.28,2.16,,,663757,0,1,Top,,,,,605170,,,5.527644511,-128.5127403,-2.024757726,2.473067655,22.33450632,-36.29710205,3.1,1.51,,,,88.1,2771,5.8,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.73,,,,,,,,2,5,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,39,0,0
FS,8/4/19,89.4,-2.01,5.9,"Darvish, Yu",518735,506433,,ball,,,,,11,"Yasmani Grandal grounds into a double play, first baseman Anthony Rizzo to shortstop Javier Baez to first baseman Anthony Rizzo.   Trent Grisham out at 2nd.    Yasmani Grandal out at 1st.",R,L,R,CHC,MIL,B,,,1,2,2019,-0.15,0.78,-1.35,2.78,,,663757,0,1,Top,,,,,605170,,,1.891634893,-130.0992169,-3.293259085,-2.016368603,26.46607159,-22.98464247,3.19,1.58,,,,88.7,1180,5.8,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.7,,,,,,,,2,4,Split-Finger,0,0,0,0,0,0,0,0,Infield shift,Standard,191,0,0.066
CU,8/4/19,76.4,-1.79,5.84,"Darvish, Yu",518735,506433,,ball,,,,,13,"Yasmani Grandal grounds into a double play, first baseman Anthony Rizzo to shortstop Javier Baez to first baseman Anthony Rizzo.   Trent Grisham out at 2nd.    Yasmani Grandal out at 1st.",R,L,R,CHC,MIL,B,,,0,2,2019,0.66,-1.09,-1.32,1.71,,,663757,0,1,Top,,,,,605170,,,-0.145381484,-111.2282695,0.123817759,5.341130006,18.04534015,-41.26744798,3.1,1.51,,,,75.6,2433,5.4,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,55.06,,,,,,,,2,3,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,31,0,0.038
FC,8/4/19,87.5,-2.27,5.82,"Darvish, Yu",518735,506433,,swinging_strike,,,,,9,"Yasmani Grandal grounds into a double play, first baseman Anthony Rizzo to shortstop Javier Baez to first baseman Anthony Rizzo.   Trent Grisham out at 2nd.    Yasmani Grandal out at 1st.",R,L,R,CHC,MIL,S,,,0,1,2019,0.49,-0.06,0.46,1.68,,,663757,0,1,Top,,,,,605170,,,5.566168657,-127.5169097,-3.864900035,4.399560489,20.55938397,-32.34685799,3.25,1.62,,,,87.8,,5.9,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.57,,,,,,,,2,2,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,84,0,-0.082
FC,8/4/19,86.3,-2.24,5.85,"Darvish, Yu",518735,506433,,called_strike,,,,,9,"Yasmani Grandal grounds into a double play, first baseman Anthony Rizzo to shortstop Javier Baez to first baseman Anthony Rizzo.   Trent Grisham out at 2nd.    Yasmani Grandal out at 1st.",R,L,R,CHC,MIL,S,,,0,0,2019,0.51,-0.11,0.76,2.05,,,663757,0,1,Top,,,,,605170,,,6.03920251,-125.5747102,-2.716263375,4.306458674,20.05051785,-33.07264069,3.22,1.56,,,,85.8,,5.5,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,55.01,,,,,,,,2,1,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,78,0,-0.067
FC,8/4/19,86.1,-2.11,5.91,"Darvish, Yu",663757,506433,single,hit_into_play,,,,,8,Trent Grisham singles on a line drive to right fielder Nicholas Castellanos.,R,L,R,CHC,MIL,X,9,line_drive,0,1,2019,0.36,-0.35,0.22,1.7,,,,0,1,Top,174.78,72.81,,,605170,,,4.73326797,-125.2635773,-3.109761319,2.95773208,21.44529928,-35.51212847,3.43,1.7,277,96.6,14,85.4,2674,5.5,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.99,0.88,0.825,0.9,1,1,0,4,1,2,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard,46,-0.036,0.447
FF,8/4/19,93.1,-1.95,6,"Darvish, Yu",663757,506433,,called_strike,,,,,4,Trent Grisham singles on a line drive to right fielder Nicholas Castellanos.,R,L,R,CHC,MIL,S,,,0,0,2019,-0.26,1.26,-0.46,2.33,,,,0,1,Top,,,,,605170,,,4.394010764,-135.5519864,-6.486412245,-4.103725366,24.77815824,-15.52727062,3.46,1.68,,,,93.8,2435,6.3,565180,506433,605170,519203,643393,623520,595879,656941,518792,592206,54.19,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,192,0,-0.039
FF,7/30/19,97.3,-1.87,5.73,"Darvish, Yu",641933,506433,field_out,hit_into_play,,,,,8,Tyler O'Neill pops out to second baseman Robel Garcia.,R,R,R,STL,CHC,X,4,popup,0,2,2019,-0.26,1.48,0.25,2.12,,,543939,2,6,Bot,144.87,145.62,,,605170,,,6.311852437,-141.5068528,-7.557227576,-4.925207201,30.3782915,-10.82684789,3.23,1.66,170,84.1,63,97.5,2555,6.3,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,54.17,0.007,0.006,0,1,0,0,3,50,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,190,-0.022,-0.141
FF,7/30/19,95.7,-1.68,5.65,"Darvish, Yu",641933,506433,,called_strike,,,,,6,Tyler O'Neill pops out to second baseman Robel Garcia.,R,R,R,STL,CHC,S,,,0,1,2019,-0.14,1.49,0.43,2.29,,,543939,2,6,Bot,,,,,605170,,,5.924431582,-139.2959238,-6.71873299,-3.083660093,29.12904913,-11.26392061,3.29,1.6,,,,96.6,2632,6.7,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,53.85,,,,,,,,50,2,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,185,0,-0.064
FF,7/30/19,94.9,-1.99,5.62,"Darvish, Yu",641933,506433,,foul,,,,,3,Tyler O'Neill pops out to second baseman Robel Garcia.,R,R,R,STL,CHC,S,,,0,0,2019,-0.14,1.53,0.46,3.13,,,543939,2,6,Bot,,,,,605170,,,6.744429782,-138.0633314,-4.279484649,-3.299071208,29.96222483,-11.81946505,3.29,1.6,238,82.2,37,95.2,2600,6.4,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,54.08,,,,,,,,50,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,185,0,-0.041
FC,7/30/19,84.6,-2.09,5.51,"Darvish, Yu",543939,506433,hit_by_pitch,hit_by_pitch,,,,,14,Kolten Wong hit by pitch.,R,L,R,STL,CHC,B,,,1,1,2019,0.53,-0.25,1.55,1.46,,,,2,6,Bot,,,,,605170,,,7.423547607,-123.1153669,-2.656100898,4.037058855,22.11245776,-34.45687875,3.05,1.52,,,,84.5,2740,6,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,54.48,,,0.7,1,0,0,,49,3,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,65,0.012,0.135
CU,7/30/19,75.1,-1.71,5.55,"Darvish, Yu",543939,506433,,ball,,,,,14,Kolten Wong hit by pitch.,R,L,R,STL,CHC,B,,,0,1,2019,1.1,-0.99,1.27,0.69,,,,2,6,Bot,,,,,605170,,,4.19905045,-109.1318192,-1.113492292,7.767248014,20.83487593,-39.90240242,2.99,1.42,,,,73.9,2561,5.7,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,54.82,,,,,,,,49,2,Curveball,2,1,2,1,1,2,2,1,Standard,Standard,48,0,0.012
FC,7/30/19,92.5,-2.03,5.56,"Darvish, Yu",543939,506433,,foul,,,,,6,Kolten Wong hit by pitch.,R,L,R,STL,CHC,S,,,0,0,2019,0.26,0.81,0.28,2.64,,,,2,6,Bot,,,,,605170,,,5.327926435,-134.5275664,-3.366641776,1.9416323,28.638147,-21.90530659,3.2,1.52,163,63.9,35,92.2,2821,6.1,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,54.43,,,,,,,,49,1,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,163,0,-0.019
FS,7/30/19,88.5,-1.83,5.64,"Darvish, Yu",657557,506433,field_out,hit_into_play,,,,,14,"Paul DeJong grounds out, third baseman Kris Bryant to first baseman Anthony Rizzo.",R,R,R,STL,CHC,X,5,ground_ball,1,2,2019,-0.07,0.39,0.84,1.47,,,,1,6,Bot,109.82,163.4,,,605170,,,6.61449753,-128.5978854,-4.801830385,-2.285996824,29.21679567,-27.11537281,3.43,1.6,6,69,-14,87.6,1550,6,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,54.49,0.1,0.105,0,1,0,0,2,48,4,Split-Finger,2,1,2,1,1,2,2,1,Standard,Standard,190,-0.015,-0.125
FC,7/30/19,86.5,-2.04,5.51,"Darvish, Yu",657557,506433,,foul,,,,,14,"Paul DeJong grounds out, third baseman Kris Bryant to first baseman Anthony Rizzo.",R,R,R,STL,CHC,S,,,1,1,2019,0.55,-0.04,0.81,1.4,,,,1,6,Bot,,,,,605170,,,5.664553266,-125.8868797,-3.552858917,4.834528273,22.69594333,-32.17617832,3.35,1.6,,,,86.5,,6,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,54.47,,,,,,,,48,3,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,86,0,-0.044
FF,7/30/19,95.5,-1.7,5.66,"Darvish, Yu",657557,506433,,ball,,,,,14,"Paul DeJong grounds out, third baseman Kris Bryant to first baseman Anthony Rizzo.",R,R,R,STL,CHC,B,,,0,1,2019,-0.21,1.54,0.84,0.75,,,,1,6,Bot,,,,,605170,,,7.197143748,-138.6337409,-10.79879014,-4.375690769,30.5532705,-9.964791899,3.37,1.6,,,,95.9,2584,6.6,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,53.86,,,,,,,,48,2,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,188,0,0.022
FF,7/30/19,94.1,-1.93,5.67,"Darvish, Yu",657557,506433,,called_strike,,,,,8,"Paul DeJong grounds out, third baseman Kris Bryant to first baseman Anthony Rizzo.",R,R,R,STL,CHC,S,,,0,0,2019,-0.2,1.5,0.09,1.51,,,,1,6,Bot,,,,,605170,,,5.695939314,-136.8180684,-8.492613536,-3.695394089,27.52460691,-11.62247004,3.44,1.52,,,,94.8,2551,6.5,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,53.98,,,,,,,,48,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,188,0,-0.03
FT,7/30/19,91.9,-2.03,5.55,"Darvish, Yu",502671,506433,home_run,hit_into_play,,,,,4,Paul Goldschmidt homers (25) on a fly ball to left center field.,R,R,R,STL,CHC,X,,fly_ball,1,1,2019,-1.26,0.86,-0.7,2.52,,,,1,6,Bot,54.61,48.63,,,605170,,,6.11916488,-133.7716349,-3.770327222,-16.49330193,25.94174959,-21.15960845,3.46,1.67,392,97.1,31,92.6,2412,6.5,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,54.04,0.427,0.758,2,1,0,3,5,47,3,2-Seam Fastball,1,1,1,1,1,2,2,1,Standard,Standard,236,0.184,1.008
FC,7/30/19,88.7,-2.03,5.63,"Darvish, Yu",502671,506433,,ball,,,,,14,Paul Goldschmidt homers (25) on a fly ball to left center field.,R,R,R,STL,CHC,B,,,0,1,2019,0.42,0.27,1.08,2.51,,,,1,6,Bot,,,,,605170,,,6.713389684,-129.1931521,-2.241343915,3.469893067,22.87612059,-28.93107286,3.46,1.68,,,,88.8,2640,6,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,54.52,,,,,,,,47,2,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,123,0,0.022
FF,7/30/19,94,-1.87,5.73,"Darvish, Yu",502671,506433,,called_strike,,,,,2,Paul Goldschmidt homers (25) on a fly ball to left center field.,R,R,R,STL,CHC,S,,,0,0,2019,-0.38,1.37,0.25,3.28,,,,1,6,Bot,,,,,605170,,,6.333058572,-136.9063056,-3.730602097,-5.991928126,25.82481786,-14.28965298,3.43,1.66,,,,94.7,2584,6.3,566619,506433,605170,519203,596825,592178,595879,656941,664023,518792,54.16,,,,,,,,47,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,195,0,-0.03
