pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FS,6/26/19,89.1,-2.24,5.74,"Darvish, Yu",645277,506433,,ball,,,,,11,Ozzie Albies strikes out swinging.,R,L,R,CHC,ATL,B,,,1,2,2019,-0.31,0.59,-1.73,3.84,,,,0,2,Top,,,,,575929,,,1.878535601,-129.747634,0.078349465,-3.809549972,24.50949194,-25.88034972,3.13,1.52,,,,88.5,1347,5.7,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.84,,,,,,,,11,4,Split-Finger,0,1,1,0,1,0,1,0,Infield shift,Standard,208,0,0.042
FF,6/26/19,93.5,-2.15,5.75,"Darvish, Yu",645277,506433,,swinging_strike,,,,,11,Ozzie Albies strikes out swinging.,R,L,R,CHC,ATL,S,,,1,1,2019,-0.19,1.41,-0.43,3.36,,,,0,2,Top,,,,,575929,,,4.843277152,-136.0877647,-3.513036504,-3.404224547,28.44066454,-14.16994576,3.18,1.49,,,,93.5,2449,6.2,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.32,,,,,,,,11,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shift,Standard,188,0,-0.061
FC,6/26/19,82.2,-2.23,5.76,"Darvish, Yu",645277,506433,,swinging_strike,,,,,2,Ozzie Albies strikes out swinging.,R,L,R,CHC,ATL,S,,,1,0,2019,0.58,-0.33,-0.25,3.22,,,,0,2,Top,,,,,575929,,,3.341956205,-119.6231773,1.272894661,4.842543965,20.50564117,-35.66255534,3.15,1.47,,,,81.1,2676,5.3,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,55.24,,,,,,,,11,2,Cutter,0,1,1,0,1,0,1,0,Infield shift,Standard,61,0,-0.05
FC,6/26/19,82.5,-2.21,5.69,"Darvish, Yu",645277,506433,,ball,,,,,6,Ozzie Albies strikes out swinging.,R,L,R,CHC,ATL,B,,,0,0,2019,0.53,-0.34,0.77,2.03,,,,0,2,Top,,,,,575929,,,5.680436335,-120.0235601,-1.247415255,4.10134985,20.41013213,-35.37758042,3.01,1.42,,,,81.8,2654,5.5,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.97,,,,,,,,11,1,Cutter,0,1,1,0,1,0,1,0,Infield shift,Standard,58,0,0.037
FF,6/26/19,94.2,-2.28,5.55,"Darvish, Yu",455976,506433,field_out,hit_into_play,,,,,7,"Nick Markakis grounds out, second baseman Addison Russell to first baseman Anthony Rizzo.",R,L,R,CHC,ATL,X,4,ground_ball,0,0,2019,-0.23,1.24,-0.56,2.13,,,518692,2,1,Top,142.93,159.11,,,575929,,,4.936449348,-137.0358973,-5.934000586,-3.874896203,27.95129547,-15.54502084,3.48,1.73,4,85.5,-31,94.2,2464,6.1,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.38,0.08,0.088,0,1,0,0,2,5,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,190,0.02,-0.243
FT,6/26/19,93.2,-2.04,5.65,"Darvish, Yu",518626,506433,strikeout,swinging_strike_blocked,,,,,14,Josh Donaldson strikes out swinging.,R,R,R,CHC,ATL,S,2,,0,2,2019,-1,0.27,0.08,0.65,,,518692,1,1,Top,,,,,575929,,,7.562450471,-135.4451637,-7.69837923,-13.71270763,24.68722014,-27.60655566,3.29,1.66,,,,93.3,1712,6.1,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.44,,,0,1,0,0,,4,3,2-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,255,0.025,-0.198
FF,6/26/19,94.4,-2.09,5.6,"Darvish, Yu",518626,506433,,foul,,,,,6,Josh Donaldson strikes out swinging.,R,R,R,CHC,ATL,S,,,0,1,2019,-0.51,1.46,0.61,2.77,,,518692,1,1,Top,,,,,575929,,,8.181676952,-137.2341719,-4.949925816,-8.185655186,28.8114499,-12.81221492,3.39,1.68,353,99.2,35,94.8,2484,6.4,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.05,,,,,,,,4,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,199,0,-0.066
FF,6/26/19,95.5,-2.13,5.6,"Darvish, Yu",518626,506433,,swinging_strike,,,,,4,Josh Donaldson strikes out swinging.,R,R,R,CHC,ATL,S,,,0,0,2019,-0.16,1.37,-0.41,2.41,,,518692,1,1,Top,,,,,575929,,,4.889536852,-138.9877163,-5.827038732,-3.166562108,29.5941135,-13.4616429,3.29,1.6,,,,95.5,2567,6.2,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.32,,,,,,,,4,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,187,0,-0.055
FC,6/26/19,85,-2.32,5.54,"Darvish, Yu",518692,506433,single,hit_into_play,,,,,9,Freddie Freeman singles on a ground ball to second baseman Addison Russell.,R,L,R,CHC,ATL,X,4,ground_ball,2,1,2019,0.62,-0.33,0.33,1.76,,,,1,1,Top,114.46,136.1,,,575929,,,4.926021741,-123.793957,-2.013953004,5.43398106,20.17419999,-35.34401998,3.47,1.74,10,91.4,-9,84.3,,5.4,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,55.12,0.207,0.186,0.9,1,1,0,2,3,4,Cutter,0,1,1,0,1,0,1,0,Infield shift,Strategic,62,-0.022,0.238
FC,6/26/19,89.7,-2.12,5.66,"Darvish, Yu",518692,506433,,ball,,,,,13,Freddie Freeman singles on a ground ball to second baseman Addison Russell.,R,L,R,CHC,ATL,B,,,1,1,2019,-0.03,0.62,-0.34,1.29,,,,1,1,Top,,,,,575929,,,4.479786337,-130.6552071,-6.178136847,-1.152196274,23.79510924,-24.11815837,3.49,1.74,,,,90.1,1366,6.2,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.3,,,,,,,,3,3,Cutter,0,1,1,0,1,0,1,0,Infield shift,Strategic,183,0,0.04
FC,6/26/19,84.3,-2.23,5.6,"Darvish, Yu",518692,506433,,called_strike,,,,,2,Freddie Freeman singles on a ground ball to second baseman Addison Russell.,R,L,R,CHC,ATL,S,,,1,0,2019,0.66,-0.35,0.21,3.19,,,,1,1,Top,,,,,575929,,,4.343451057,-122.7305699,1.286663546,5.929961572,19.64606802,-36.07960899,3.49,1.79,,,,84,2624,5.6,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.88,,,,,,,,3,2,Cutter,0,1,1,0,1,0,1,0,Infield shift,Strategic,62,0,-0.037
FC,6/26/19,86.9,-2.31,5.64,"Darvish, Yu",518692,506433,,ball,,,,,14,Freddie Freeman singles on a ground ball to second baseman Addison Russell.,R,L,R,CHC,ATL,B,,,0,0,2019,0.52,-0.05,0.66,0.96,660670,,,1,1,Top,,,,,575929,,,6.008350455,-126.4818446,-5.002857146,4.582470621,20.51540283,-32.11159319,3.47,1.74,,,,86.5,2763,5.6,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.94,,,,,,,,3,1,Cutter,0,0,0,0,1,0,1,0,Strategic,Strategic,85,-0.032,0.034
FT,6/26/19,90.6,-2.05,5.62,"Darvish, Yu",621020,506433,field_out,hit_into_play,,,,,11,Dansby Swanson pops out softly to shortstop Javier Baez.,R,R,R,CHC,ATL,X,6,popup,2,2,2019,-0.78,0.73,-1.2,3.5,660670,,,0,1,Top,120.84,168.11,,,575929,,,3.791990795,-131.9363997,-0.989599448,-9.896358889,25.45272728,-23.58321706,3.33,1.7,82,52.8,68,91,1350,6.3,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.22,0.007,0.009,0,1,0,0,1,2,5,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,227,0.038,-0.187
FC,6/26/19,87.8,-2.24,5.6,"Darvish, Yu",621020,506433,,blocked_ball,,,,,14,Dansby Swanson pops out softly to shortstop Javier Baez.,R,R,R,CHC,ATL,B,,,1,2,2019,0.59,-0.49,2.26,0.37,660670,,,0,1,Top,,,,,575929,,,9.584618566,-127.4728564,-5.541485927,4.59765968,23.89604193,-36.59733356,3.4,1.65,,,,87.3,2962,5.9,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.6,,,,,,,,2,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,51,0,0.046
CU,6/26/19,81.2,-2.14,5.58,"Darvish, Yu",621020,506433,,blocked_ball,,,,,14,Dansby Swanson pops out softly to shortstop Javier Baez.,R,R,R,CHC,ATL,B,,,0,2,2019,0.83,-0.98,2.13,0.8,660670,,,0,1,Top,,,,,575929,,,7.910298096,-117.8844104,-2.162365223,5.995804459,23.12868938,-40.93903256,3.32,1.61,,,,80.3,2793,5.8,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.66,,,,,,,,2,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,40,0,0.031
FC,6/26/19,86.6,-2.11,5.67,"Darvish, Yu",621020,506433,,swinging_strike,,,,,6,Dansby Swanson pops out softly to shortstop Javier Baez.,R,R,R,CHC,ATL,S,,,0,1,2019,0.65,-0.07,0.49,2.71,660670,,,0,1,Top,,,,,575929,,,4.865906572,-125.9866686,-0.77871349,5.839738927,23.05588564,-32.9625351,3.39,1.64,,,,85.7,,5.5,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.97,,,,,,,,2,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,84,0,-0.109
FF,6/26/19,97.1,-1.98,5.67,"Darvish, Yu",621020,506433,,called_strike,,,,,9,Dansby Swanson pops out softly to shortstop Javier Baez.,R,R,R,CHC,ATL,S,,,0,0,2019,-0.27,1.58,0.62,1.75,,,660670,0,1,Top,,,,,575929,,,7.572808574,-140.9799094,-8.53099695,-5.365260286,32.19503876,-9.348222079,3.48,1.71,,,,97,2640,6.3,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.16,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,190,-0.051,-0.067
FF,6/26/19,96.2,-2.2,5.57,"Darvish, Yu",660670,506433,walk,ball,,,,,14,Ronald Acuna walks.,R,R,R,CHC,ATL,B,,,3,2,2019,-0.53,1.38,0.36,1.28,,,,0,1,Top,,,,,575929,,,7.952369105,-139.598487,-8.861572547,-8.720599326,30.88143412,-12.41214181,3.57,1.8,,,,96,2645,6.3,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.21,,,0.7,1,0,0,,1,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,201,-0.036,0.341
FF,6/26/19,95.3,-2.19,5.65,"Darvish, Yu",660670,506433,,foul,,,,,9,Ronald Acuna walks.,R,R,R,CHC,ATL,S,,,3,2,2019,-0.27,1.41,0.47,2.29,,,,0,1,Top,,,,,575929,,,7.636600655,-138.6158011,-6.450063023,-5.103206398,27.94067281,-12.65116569,3.53,1.75,222,76.4,44,96.1,2605,6.5,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,53.96,,,,,,,,1,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,191,0,0
FF,6/26/19,96.1,-2.11,5.66,"Darvish, Yu",660670,506433,,ball,,,,,14,Ronald Acuna walks.,R,R,R,CHC,ATL,B,,,2,2,2019,-0.36,1.51,0.82,0.83,,,,0,1,Top,,,,,575929,,,8.548129871,-139.4375415,-10.59563706,-6.459600525,29.24382657,-10.42746518,3.62,1.8,,,,96,2606,6.2,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.25,,,,,,,,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,193,0,0.102
FF,6/26/19,95.1,-2.22,5.62,"Darvish, Yu",660670,506433,,called_strike,,,,,9,Ronald Acuna walks.,R,R,R,CHC,ATL,S,,,2,1,2019,-0.15,1.37,0.32,1.94,,,,0,1,Top,,,,,575929,,,6.953684058,-138.3097184,-7.082709414,-3.358546056,29.3584904,-13.24882411,3.57,1.78,,,,95.2,2607,6.3,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.24,,,,,,,,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,186,0,-0.073
FF,6/26/19,94.6,-2.24,5.69,"Darvish, Yu",660670,506433,,foul,,,,,8,Ronald Acuna walks.,R,R,R,CHC,ATL,S,,,2,0,2019,-0.19,1.39,0.08,2.06,,,,0,1,Top,,,,,575929,,,6.431816127,-137.6131694,-6.904878299,-3.660609698,27.62550749,-13.29968367,3.6,1.75,196,74.9,26,94.7,2599,6.2,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.33,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,188,0,-0.063
FC,6/26/19,86.2,-2.38,5.64,"Darvish, Yu",660670,506433,,ball,,,,,14,Ronald Acuna walks.,R,R,R,CHC,ATL,B,,,1,0,2019,0.58,-0.12,1.54,1.12,,,,0,1,Top,,,,,575929,,,8.055533516,-125.2036126,-4.249924642,4.454002057,23.03516973,-32.84048802,3.57,1.75,,,,85.3,2816,5.6,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,54.91,,,,,,,,1,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,79,0,0.068
FC,6/26/19,84.3,-2.23,5.76,"Darvish, Yu",660670,506433,,ball,,,,,14,Ronald Acuna walks.,R,R,R,CHC,ATL,B,,,0,0,2019,0.4,-0.22,0.78,1.31,,,,0,1,Top,,,,,575929,,,6.107324409,-122.5204438,-3.546868218,2.891944905,21.74108026,-33.90378455,3.64,1.73,,,,83.2,2756,5.4,565167,506433,575929,519203,608365,623520,595879,592178,546991,518792,55.1,,,,,,,,1,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,62,0,0.037
FC,6/21/19,84.7,-2.36,5.44,"Darvish, Yu",642086,506433,field_out,hit_into_play,,,,,6,Dominic Smith flies out to left fielder Kyle Schwarber.,R,L,R,CHC,NYM,X,7,fly_ball,0,0,2019,0.59,-0.13,0.74,2.45,,,605204,2,6,Top,91.52,90.41,,,575929,,,6.005790077,-123.2129382,-0.491641134,4.936470238,20.02436319,-33.63610407,3.34,1.51,271,90.6,49,84.1,,5.5,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.97,0.007,0.006,0,1,0,0,3,46,1,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,78,0.035,-0.245
FS,6/21/19,89.9,-2.23,5.56,"Darvish, Yu",605204,506433,field_error,hit_into_play,,,,,13,J.D. Davis reaches on a fielding error by third baseman David Bote.,R,R,R,CHC,NYM,X,5,ground_ball,2,2,2019,-0.67,0.36,-0.46,0.87,,,,2,6,Top,77.51,122.77,,,575929,,,5.748467807,-130.7546525,-6.429107814,-8.695204923,24.11150716,-27.02979975,3.4,1.7,8,82.3,-6,90,1333,6.1,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.43,0.153,0.138,0.9,1,0,0,2,45,5,Split-Finger,4,4,4,4,4,4,4,4,Standard,Standard,241,-0.019,0.161
FF,6/21/19,95.3,-2.02,5.65,"Darvish, Yu",605204,506433,,ball,,,,,3,J.D. Davis reaches on a fielding error by third baseman David Bote.,R,R,R,CHC,NYM,B,,,1,2,2019,-0.33,1.32,0.56,3.35,,,,2,6,Top,,,,,575929,,,7.509742999,-138.5885654,-3.396462302,-5.850112222,29.47002612,-14.51712758,3.33,1.7,,,,95.6,2423,6.4,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.12,,,,,,,,45,4,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,194,0,0.019
FT,6/21/19,93.2,-2.36,5.53,"Darvish, Yu",605204,506433,,swinging_strike,,,,,13,J.D. Davis reaches on a fielding error by third baseman David Bote.,R,R,R,CHC,NYM,S,,,1,1,2019,-1.1,0.74,-1.15,1.95,,,,2,6,Top,,,,,575929,,,5.537702007,-135.615918,-5.084828636,-14.79092857,29.0842011,-22.12370269,3.33,1.51,,,,93.3,2295,6.3,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.18,,,,,,,,45,3,2-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,236,0,-0.028
FF,6/21/19,94.7,-2.07,5.52,"Darvish, Yu",605204,506433,,ball,,,,,14,J.D. Davis reaches on a fielding error by third baseman David Bote.,R,R,R,CHC,NYM,B,,,0,1,2019,-0.39,1.31,1.45,1.5,,,,2,6,Top,,,,,575929,,,10.07047679,-137.4987722,-7.75168908,-7.127704411,29.14192091,-13.98289631,3.33,1.51,,,,94.9,2482,6.4,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.06,,,,,,,,45,2,4-Seam Fastball,4,4,4,4,4,4,4,4,Standard,Standard,197,0,0.012
SL,6/21/19,81.2,-2.34,5.52,"Darvish, Yu",605204,506433,,called_strike,,,,,8,J.D. Davis reaches on a fielding error by third baseman David Bote.,R,R,R,CHC,NYM,S,,,0,0,2019,1.75,-0.15,0.1,1.74,,,,2,6,Top,,,,,575929,,,2.177227148,-118.103446,-1.511087388,15.47011779,23.4568856,-33.51930032,3.21,1.44,,,,80.1,2666,5.7,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.83,,,,,,,,45,1,Slider,4,4,4,4,4,4,4,4,Standard,Standard,85,0,-0.019
FS,6/21/19,87.4,-2.05,5.63,"Darvish, Yu",624424,506433,home_run,hit_into_play,,,,,9,Michael Conforto homers (15) on a fly ball to right center field.,R,L,R,CHC,NYM,X,,fly_ball,1,1,2019,-0.5,0.53,0.39,1.98,,,,2,6,Top,177.7,20.8,,,575929,,,6.901729487,-127.2374405,-3.835727661,-6.653459805,22.63740171,-25.86495096,3.19,1.56,436,111.5,32,87.9,1128,6.3,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.19,1,1.954,2,1,0,3,6,44,3,Split-Finger,4,3,3,4,4,4,4,4,Standard,Standard,223,-0.171,1.006
FF,6/21/19,93.6,-2.28,5.55,"Darvish, Yu",624424,506433,,ball,,,,,11,Michael Conforto homers (15) on a fly ball to right center field.,R,L,R,CHC,NYM,B,,,0,1,2019,-0.35,1.12,-0.04,3.91,,,,2,6,Top,,,,,575929,,,6.545184615,-136.3594629,-1.052784866,-5.645733345,24.76314609,-18.04053808,3.22,1.56,,,,94.3,2461,6.2,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.28,,,,,,,,44,2,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,197,0,0.012
FC,6/21/19,84.5,-2.31,5.53,"Darvish, Yu",624424,506433,,called_strike,,,,,2,Michael Conforto homers (15) on a fly ball to right center field.,R,L,R,CHC,NYM,S,,,0,0,2019,0.62,-0.17,-0.22,2.8,,,,2,6,Top,,,,,575929,,,3.622691358,-123.1512367,0.184656534,5.754817735,19.30379795,-34.08124393,3.24,1.56,,,,84.6,2553,5.8,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.72,,,,,,,,44,1,Cutter,4,3,3,4,3,4,3,4,Standard,Standard,75,0,-0.019
FS,6/21/19,87.8,-2.3,5.49,"Darvish, Yu",429664,506433,strikeout,swinging_strike,,,,,14,Robinson Cano strikes out swinging.,R,L,R,CHC,NYM,S,2,,2,2,2019,-0.26,0.05,0.5,0.96,,,,1,6,Top,,,,,575929,,,7.263730611,-127.6214353,-4.948362022,-4.229180544,23.77128244,-30.93457419,3.77,1.7,,,,87.5,944,6,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.54,,,0,1,0,0,,43,5,Split-Finger,4,3,3,4,3,4,3,4,Standard,Standard,259,0.026,-0.156
FC,6/21/19,88.9,-2.26,5.62,"Darvish, Yu",429664,506433,,ball,,,,,11,Robinson Cano strikes out swinging.,R,L,R,CHC,NYM,B,,,1,2,2019,0.31,0.22,-1.76,2.96,,,,1,6,Top,,,,,575929,,,0.580585799,-129.4297412,-0.899407997,3.308717171,28.57137064,-29.81253782,3.72,1.7,,,,88.1,873,5.9,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.6,,,,,,,,43,4,Cutter,4,3,3,4,3,4,3,4,Standard,Standard,125,0,0.031
FS,6/21/19,86.1,-2.17,5.58,"Darvish, Yu",429664,506433,,foul,,,,,14,Robinson Cano strikes out swinging.,R,L,R,CHC,NYM,S,,,1,1,2019,-0.19,0.18,0.64,1.45,,,,1,6,Top,,,,,575929,,,7.022568145,-125.2721126,-3.96664561,-3.301863561,23.6143746,-29.72143903,3.59,1.68,,,,86.1,1500,6.1,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.36,,,,,,,,43,3,Split-Finger,4,3,3,4,3,4,3,4,Standard,Standard,226,0,-0.044
FS,6/21/19,86.1,-2.24,5.66,"Darvish, Yu",429664,506433,,called_strike,,,,,5,Robinson Cano strikes out swinging.,R,L,R,CHC,NYM,S,,,1,0,2019,-0.33,0.51,-0.15,3.09,,,,1,6,Top,,,,,575929,,,5.601013955,-125.3345882,-0.954988054,-4.442937054,22.52175341,-26.8066568,3.79,1.7,,,,86.3,1408,6.1,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.36,,,,,,,,43,2,Split-Finger,4,3,3,4,3,4,3,4,Standard,Standard,212,0,-0.037
FC,6/21/19,85.4,-2.27,5.58,"Darvish, Yu",429664,506433,,ball,,,,,14,Robinson Cano strikes out swinging.,R,L,R,CHC,NYM,B,,,0,0,2019,0.42,0.02,0.67,1.5,,,,1,6,Top,,,,,575929,,,6.024776198,-124.3734729,-3.463041505,3.425599713,19.24193939,-31.6271622,3.84,1.7,,,,85.2,,5.6,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.91,,,,,,,,43,1,Cutter,4,3,3,4,3,4,3,4,Standard,Standard,93,0,0.028
FC,6/21/19,88.7,-2.16,5.64,"Darvish, Yu",624413,506433,strikeout,called_strike,,,,,1,Pete Alonso called out on strikes.,R,R,R,CHC,NYM,S,2,,0,2,2019,0.02,0.39,-0.78,2.85,,,,0,6,Top,,,,,575929,,,3.342124929,-129.0429713,-1.51213904,-0.59316543,29.47510004,-27.76047427,3.09,1.32,,,,88,1244,6.1,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.43,,,0,1,0,0,,42,3,Cutter,4,3,3,4,3,4,3,4,Standard,Standard,178,0.036,-0.157
FF,6/21/19,94.3,-2.03,5.7,"Darvish, Yu",624413,506433,,swinging_strike,,,,,12,Pete Alonso called out on strikes.,R,R,R,CHC,NYM,S,,,0,1,2019,-0.36,1.35,1.04,2.71,,,,0,6,Top,,,,,575929,,,8.710615628,-137.0900748,-5.070593171,-6.156520854,25.97758463,-14.36792844,3.25,1.56,,,,94.3,2286,6,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.48,,,,,,,,42,2,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,195,0,-0.052
FC,6/21/19,82.7,-2.26,5.63,"Darvish, Yu",624413,506433,,called_strike,,,,,1,Pete Alonso called out on strikes.,R,R,R,CHC,NYM,S,,,0,0,2019,0.64,-0.36,-0.31,2.41,,,,0,6,Top,,,,,575929,,,3.199470109,-120.5511329,-0.34459982,5.654322392,17.90318314,-35.81508036,2.93,1.18,,,,82.4,2520,5.4,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,55.05,,,,,,,,42,1,Cutter,4,3,3,4,3,4,3,4,Standard,Standard,61,0,-0.039
FF,6/21/19,95.1,-2.27,5.55,"Darvish, Yu",643446,506433,field_out,hit_into_play,,,,,3,Jeff McNeil flies out to right fielder Kris Bryant.,R,L,R,CHC,NYM,X,9,fly_ball,0,2,2019,-0.04,1.26,0.43,2.98,,,,2,5,Top,170.51,113.2,,,575929,,,7.206724497,-138.5207046,-4.044549489,-1.891088504,26.70386272,-15.02019068,3.38,1.72,231,77,47,96.1,2509,6.5,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,53.97,0.073,0.078,0,1,0,0,3,35,3,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Standard,182,0.011,-0.07
FS,6/21/19,87.2,-2.12,5.58,"Darvish, Yu",643446,506433,,foul,,,,,8,Jeff McNeil flies out to right fielder Kris Bryant.,R,L,R,CHC,NYM,S,,,0,1,2019,-0.27,0.13,-0.24,1.78,,,,2,5,Top,,,,,575929,,,5.058098381,-126.8225157,-3.185767563,-3.981212557,27.40385622,-30.35508488,3.39,1.62,,,,86.7,1141,6.1,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.38,,,,,,,,35,2,Split-Finger,2,3,3,2,3,2,3,2,Standard,Standard,244,0,-0.026
CU,6/21/19,76.5,-2.09,5.65,"Darvish, Yu",643446,506433,,foul_bunt,,,,,8,Jeff McNeil flies out to right fielder Kris Bryant.,R,L,R,CHC,NYM,S,,,0,0,2019,0.82,-1.15,-0.05,1.7,,,,2,5,Top,,,,,575929,,,2.836564396,-111.2424865,0.648219652,6.119468975,18.97383267,-41.8407088,3.39,1.62,,,,75.5,2635,5.5,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,55.03,,,,,,,,35,1,Curveball,2,3,3,2,3,2,3,2,Standard,Standard,35,0,-0.019
FF,6/21/19,93.5,-2.32,5.48,"Darvish, Yu",450306,506433,strikeout,called_strike,,,,,5,Jason Vargas called out on strikes.,R,L,R,CHC,NYM,S,2,,3,2,2019,-0.46,1.27,-0.1,2.14,,,,1,5,Top,,,,,575929,,,6.749843445,-136.0614991,-5.716608206,-7.076741504,25.19889645,-15.40536483,3.14,1.51,,,,94.1,2533,6.3,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.18,,,0,1,0,0,,34,9,4-Seam Fastball,2,3,3,2,3,2,3,2,Standard,Strategic,200,0.017,-0.231
FC,6/21/19,85.1,-2.35,5.51,"Darvish, Yu",450306,506433,,foul,,,,,11,Jason Vargas called out on strikes.,R,L,R,CHC,NYM,S,,,3,2,2019,0.38,-0.39,-0.89,3.25,,,,1,5,Top,,,,,575929,,,2.672800882,-123.8479602,1.665789752,3.373298386,21.62617877,-36.60826348,3.14,1.51,,,,84.6,2608,5.6,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.85,,,,,,,,34,8,Cutter,2,3,3,2,3,2,3,2,Standard,Strategic,45,0,0
FC,6/21/19,84.1,-2.35,5.45,"Darvish, Yu",450306,506433,,foul,,,,,7,Jason Vargas called out on strikes.,R,L,R,CHC,NYM,S,,,3,2,2019,0.32,-0.31,-0.8,1.76,,,,1,5,Top,,,,,575929,,,2.944875452,-122.5555051,-1.700157378,2.668451433,19.717441,-35.23165739,3.14,1.51,,,,83.9,2526,5.7,565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,54.84,,,,,,,,34,7,Cutter,2,3,3,2,3,2,3,2,Standard,Strategic,45,0,0
